1500,3103,0.0228891
1500,3105,0.0284443
1500,3107,0.0342226
1500,3109,0.0397778
1500,3110,0.0421109

1500,3110,0.0421109
1500,3111,0.0444441
1500,3113,0.0475559
1500,3115,0.0537777
1500,3117,0.0586662
1500,3119,0.0646667
1500,3120,0.0672221

1500,3120,0.0672221
1500,3121,0.0697775
1500,3124,0.0748892
1500,3126,0.0806665
1500,3128,0.0866671
1500,3129,0.0895557

1500,3129,0.0895557
1500,3130,0.0924444
1500,3133,0.097333
1500,3135,0.103778
1500,3137,0.108222
1500,3138,0.111444

1500,3138,0.111444
1500,3139,0.114667
1500,3142,0.119555
1500,3144,0.124666
1500,3146,0.130889
1500,3148,0.135777
1500,3151,0.142
1500,3153,0.147111
1500,3155,0.153111
1500,3156,0.155334

1500,3156,0.155334
1500,3157,0.157556
1500,3160,0.164889
1500,3162,0.170444
1500,3164,0.175111
1500,3167,0.180889
1500,3169,0.186444
1500,3171,0.192
1500,3173,0.197556
1500,3174.5,0.198938

1500,3174.5,0.198938
1500,3176,0.20032
1500,3178,0.20074
1500,3180,0.2012
1500,3183,0.201839
1500,3185,0.20218
1500,3187,0.20274
1500,3189,0.203259
1500,3192,0.20376
1500,3193,0.20395

1500,3193,0.20395
1500,3194,0.20414
1500,3197,0.2047
1500,3199,0.20524
1500,3201,0.20576
1500,3204,0.20624
1500,3206,0.20676
1500,3208,0.20728
1500,3211,0.2078
1500,3212,0.20803

1500,3212,0.20803
1500,3213,0.20826
1500,3215,0.20884
1500,3218,0.20914
1500,3220,0.20982
1500,3222,0.21028
1500,3225,0.21078
1500,3227,0.21124
1500,3230,0.21176
1500,3231,0.21198

1500,3231,0.21198
1500,3232,0.2122
1500,3234,0.2127
1500,3237,0.21332
1500,3239,0.21386
1500,3242,0.21436
1500,3244,0.2149
1500,3246,0.21528
1500,3249,0.21588
1500,3250,0.21615

1500,3250,0.21615
1500,3251,0.21642
1500,3254,0.21688
1500,3256,0.21736
1500,3259,0.21788
1500,3261,0.21838
1500,3263,0.2189
1500,3266,0.2194
1500,3268,0.21976
1500,3269.5,0.22001

1500,3269.5,0.22001
1500,3271,0.22026
1500,3273,0.22074
1500,3276,0.2214
1500,3278,0.22188
1500,3281,0.22242
1500,3283,0.2229
1500,3286,0.22322
1500,3288,0.22396
1500,3289.5,0.22411

1500,3289.5,0.22411
1500,3291,0.22426
1500,3293,0.2248
1500,3296,0.22534
1500,3298,0.22586
1500,3301,0.22622
1500,3303,0.22692
1500,3306,0.2274
1500,3308,0.2279
1500,3309.5,0.22815

1500,3309.5,0.22815
1500,3311,0.2284
1500,3313,0.22892
1500,3316,0.22926
1500,3318,0.22974
1500,3321,0.23038
1500,3323,0.23086
1500,3326,0.23136
1500,3328,0.23182
1500,3329.5,0.23208

1500,3329.5,0.23208
1500,3331,0.23234
1500,3334,0.23284
1500,3336,0.23332
1500,3339,0.2338
1500,3341,0.2343
1500,3344,0.23478
1500,3346,0.23532
1500,3349,0.23592
1500,3350.5,0.23609

1500,3350.5,0.23609
1500,3352,0.23626
1500,3354,0.23684
1500,3357,0.2373
1500,3359,0.23774
1500,3362,0.2383
1500,3365,0.23884
1500,3367,0.23922
1500,3370,0.23978
1500,3371.5,0.24001

1500,3371.5,0.24001
1500,3373,0.24024
1500,3375,0.24078
1500,3378,0.24138
1500,3380,0.24192
1500,3383,0.24246
1500,3386,0.24294
1500,3388,0.2433
1500,3391,0.24382
1500,3392.5,0.24405

1500,3392.5,0.24405
1500,3394,0.24428
1500,3396,0.24482
1500,3399,0.24528
1500,3402,0.24586
1500,3404,0.24632
1500,3407,0.24684
1500,3410,0.24728
1500,3412,0.2479
1500,3413.5,0.24812

1500,3413.5,0.24812
1500,3415,0.24834
1500,3418,0.24896
1500,3421,0.24948
1500,3423,0.24996
1500,3426,0.25032
1500,3429,0.2508
1500,3431,0.25132
1500,3434,0.25184
