110,2312,0,0,5667,10
0,2312,9,6
110,2312,19,8
110,2313,29,11
110,2313,37,12
110,2313,47,14
115,2314,55,17
115,2314,63,19
115,2314,70,21
115,2315,77,23
122,2315,84,25
122,2316,91,27
122,2316,97,29
122,2316,103,32
130,2317,109,33
130,2317,116,35
130,2317,122,38
130,2318,128,40
140,2318,132,42
140,2318,137,44
140,2319,142,46
140,2319,148,48
150,2319,153,51
150,2320,158,53
150,2320,163,55
150,2321,167,57
157,2321,171,59
157,2321,176,61
157,2322,180,64
157,2322,184,66
167,2322,188,68
167,2323,192,70
167,2323,196,72
167,2323,199,74
175,2324,202,76
175,2324,206,78
175,2324,209,80
175,2325,212,83
182,2325,215,85
182,2325,219,87
182,2326,222,89
182,2326,225,91
190,2327,228,93
190,2327,231,95
190,2327,234,98
190,2328,236,100
200,2328,239,102
200,2328,242,104
200,2329,244,106
200,2329,247,108
210,2329,250,110
210,2330,252,112
210,2330,254,114
210,2330,256,116
217,2331,258,118
217,2331,260,120
217,2331,262,122
217,2332,265,124
225,2332,267,126
225,2332,269,129
225,2333,271,131
225,2333,273,133
232,2333,276,135
232,2334,277,137
232,2334,279,139
232,2334,281,141
240,2335,283,143
240,2335,285,145
240,2335,286,147
240,2336,288,149
250,2336,289,151
250,2337,291,153
250,2337,292,156
250,2337,294,158
257,2338,297,160
257,2338,298,162
257,2338,300,164
257,2339,301,166
267,2339,303,168
267,2339,304,170
267,2340,305,173
267,2340,307,175
275,2340,309,177
275,2341,310,179
275,2341,311,181
275,2342,312,183
282,2342,313,185
282,2342,315,187
282,2343,316,189
282,2343,318,191
292,2343,319,194
292,2344,321,196
292,2344,322,198
292,2344,323,200
300,2345,324,202
300,2345,326,204
300,2346,327,239
300,2347,333,241
315,2348,334,243
315,2348,335,245
315,2348,336,247
315,2349,337,250
327,2349,338,251
327,2349,339,254
327,2350,339,256
327,2350,341,258
335,2351,342,260
335,2351,343,262
335,2351,344,264
335,2352,345,266
342,2352,346,268
342,2353,348,272
342,2353,349,275
342,2353,350,277
355,2354,350,279
355,2354,351,283
355,2355,352,285
355,2355,353,287
365,2355,354,289
365,2356,355,291
365,2356,356,293
365,2356,357,295
372,2357,358,297
372,2358,359,302
372,2358,360,304
372,2359,361,308
385,2359,362,310
385,2359,363,312
385,2360,364,314
385,2360,364,316
395,2360,365,319
395,2361,366,321
395,2362,367,327
395,2362,368,329
407,2362,369,331
407,2363,370,333
407,2363,371,336
407,2363,371,338
415,2364,371,340
415,2364,372,342
415,2365,373,343
415,2365,374,348
425,2366,375,350
425,2366,376,354
425,2367,377,356
425,2367,378,361
437,2368,378,363
437,2368,379,364
437,2368,379,367
437,2369,379,369
447,2369,380,371
447,2370,381,375
447,2370,382,377
447,2370,383,380
457,2371,383,382
457,2372,384,385
457,2372,384,388
457,2372,385,390
467,2373,386,392
467,2373,387,397
467,2374,387,399
467,2374,388,403
480,2375,388,405
480,2375,389,407
480,2376,390,411
480,2376,391,415
492,2377,391,418
492,2377,392,419
492,2378,393,424
492,2379,393,428
505,2379,394,430
505,2379,395,432
505,2380,395,434
505,2380,396,437
515,2381,396,441
515,2381,397,445
515,2382,397,447
515,2382,398,449
527,2383,398,453
527,2383,399,455
527,2383,400,457
527,2384,400,460
537,2385,400,464
537,2385,401,466
537,2385,401,468
537,2386,401,470
547,2386,402,472
547,2387,403,476
547,2387,404,481
547,2388,404,483
562,2388,404,487
562,2389,404,489
562,2389,405,491
562,2390,406,495
572,2390,406,497
572,2391,407,501
572,2391,408,505
572,2392,408,508
585,2393,408,512
585,2393,409,516
585,2394,409,518
585,2394,410,520
597,2395,410,524
597,2395,411,526
597,2396,411,530
597,2396,412,532
612,2397,412,536
612,2397,413,539
612,2398,413,543
612,2398,413,547
625,2399,414,549
625,2400,415,555
625,2400,415,558
625,2401,416,562
637,2402,416,566
637,2402,416,568
637,2402,417,570
637,2403,417,572
652,2403,418,576
652,2404,418,579
652,2405,418,585
652,2405,419,587
665,2406,419,591
665,2406,420,594
665,2407,420,598
665,2408,420,602
677,2408,421,604
677,2408,421,606
677,2409,421,608
677,2409,422,611
690,2410,422,615
690,2410,422,617
690,2411,422,621
690,2411,423,625
702,2412,423,627
702,2412,424,631
702,2413,424,633
702,2413,424,637
715,2414,425,639
715,2415,425,645
715,2415,426,647
715,2416,426,652
730,2417,426,658
730,2417,427,660
730,2418,427,662
730,2419,428,668
745,2420,428,675
745,2420,428,677
745,2421,428,681
745,2421,429,683
762,2422,429,687
762,2422,430,691
762,2423,430,693
762,2423,430,698
775,2424,430,700
775,2425,431,704
775,2425,431,708
775,2426,431,710
787,2426,432,712
787,2427,432,717
787,2428,432,723
787,2428,433,727
805,2429,433,729
805,2430,433,735
805,2430,434,737
805,2431,434,742
817,2432,434,746
817,2432,434,748
817,2433,435,753
817,2433,435,757
835,2434,435,759
835,2434,436,763
835,2435,436,765
835,2435,436,767
845,2436,436,772
845,2436,437,774
845,2437,437,778
845,2438,437,782
860,2438,437,786
860,2439,437,789
860,2439,438,793
860,2440,438,795
872,2440,438,797
872,2441,438,801
872,2441,439,805
872,2442,439,807
885,2443,439,814
885,2443,439,816
885,2444,440,818
885,2445,440,825
902,2445,440,827
902,2446,440,831
902,2447,440,836
902,2447,441,839
917,2448,441,843
917,2448,441,847
917,2449,442,849
917,2450,442,854
932,2450,442,858
932,2451,442,860
932,2452,442,867
932,2452,443,869
947,2453,443,873
947,2453,443,877
947,2454,443,879
947,2454,444,883
960,2455,444,885
960,2455,444,888
960,2456,444,892
960,2457,444,898
975,2457,445,900
975,2458,445,902
975,2459,445,908
975,2460,445,914
990,2460,445,916
990,2461,445,921
990,2461,446,923
990,2462,446,927
1005,2463,446,933
1005,2463,447,937
1005,2464,447,939
1005,2465,447,945
1022,2465,447,948
1022,2466,447,952
1022,2467,447,956
1022,2467,447,958
1035,2467,448,960
1035,2468,448,962
1035,2468,448,967
1035,2469,448,969
1047,2470,448,975
1047,2470,448,977
1047,2470,449,979
1047,2471,449,981
1062,2472,449,987
1062,2473,449,994
1062,2473,449,998
1062,2473,450,998
1077,2474,450,1000
1077,2475,450,1004
1077,2475,450,1006
1077,2476,450,1011
1090,2477,450,1017
1090,2478,451,1023
1090,2478,451,1027
1090,2479,451,1029
1107,2480,451,1036
1107,2480,451,1038
1107,2481,451,1042
1107,2482,452,1046
1122,2482,452,1048
1122,2483,452,1053
1122,2483,452,1057
1122,2484,452,1058
1137,2485,452,1065
1137,2485,452,1067
1137,2486,452,1069
1137,2486,453,1071
1150,2487,453,1076
